cake_age_days,signup_season,last_order_days_ago,tasty_level,Cherry_or_not,Look_of_cake,Cream_level,layer_count
137,1,98,3,0,3,4,1
408,0,4,8,1,6,14,4
313,3,44,7,1,3,9,3
231,0,75,5,1,3,7,2
341,2,45,6,1,4,9,3
147,1,108,2,0,2,3,1
401,2,9,8,1,5,14,4
303,3,45,6,1,5,11,3
202,1,64,4,1,4,7,2
343,3,32,6,1,3,11,3
341,3,48,6,1,4,11,3
436,3,15,9,1,6,13,4
348,2,34,7,1,3,10,3
122,3,109,2,0,2,3,1
126,3,102,2,0,2,3,1
6,3,124,0,0,0,2,0
101,3,91,3,0,3,5,1
203,3,62,5,1,3,8,2
9,2,130,1,0,1,0,0
223,0,63,5,1,4,7,2
327,0,42,7,1,5,11,3
315,0,33,7,1,3,11,3
12,0,127,1,0,2,0,0
18,0,127,1,0,2,1,0
118,1,92,3,0,1,5,1
443,0,2,8,1,6,14,4
225,2,60,5,1,2,6,2
439,3,9,9,1,6,13,4
420,0,6,9,1,4,14,4
446,2,18,8,1,5,13,4
121,3,90,2,0,1,3,1
239,2,60,4,1,2,7,2
414,3,5,9,1,6,14,4
107,2,92,3,0,1,4,1
208,0,79,4,1,3,7,2
237,2,68,5,1,4,6,2
245,0,74,4,1,4,6,2
406,2,3,8,1,6,12,4
202,1,66,5,1,2,8,2
344,1,36,7,1,5,11,3
348,3,30,6,1,5,11,3
248,0,61,4,1,2,6,2
307,0,47,7,1,3,11,3
422,0,17,9,1,6,14,4
446,1,19,8,1,5,12,4
321,3,36,7,1,3,10,3
219,1,70,4,1,3,7,2
102,0,96,2,0,2,5,1
21,3,139,0,0,0,1,0
148,2,101,3,0,1,3,1
247,1,78,4,1,3,8,2
137,0,103,3,0,3,5,1
137,0,98,3,0,2,3,1
18,0,122,0,0,0,1,0
228,2,75,5,1,3,7,2
116,1,108,3,0,3,5,1
311,3,33,7,1,5,9,3
211,3,60,5,1,3,7,2
313,1,43,7,1,4,11,3
447,3,13,9,1,4,14,4
41,1,127,0,0,2,1,0
445,2,12,9,1,4,13,4
317,3,41,6,1,4,10,3
22,1,132,1,0,2,2,0
243,1,62,5,1,4,7,2
430,1,0,9,1,5,14,4
212,3,72,5,1,4,7,2
100,3,99,3,0,3,5,1
418,3,19,8,1,5,14,4
325,2,37,6,1,4,10,3
323,3,40,6,1,3,10,3
403,2,2,8,1,4,14,4
328,3,42,7,1,3,11,3
133,2,94,2,0,1,3,1
215,0,71,4,1,4,8,2
304,2,30,6,1,5,9,3
116,2,96,3,0,3,5,1
115,2,98,3,0,3,3,1
124,0,106,3,0,2,3,1
130,2,91,2,0,1,3,1
120,2,96,3,0,3,5,1
304,1,44,7,1,5,10,3
313,3,43,6,1,3,11,3
129,3,98,3,0,1,5,1
325,3,34,7,1,3,10,3
323,0,33,7,1,3,9,3
135,3,109,2,0,3,5,1
134,0,104,2,0,2,3,1
120,1,104,2,0,2,4,1
304,0,31,6,1,3,10,3
227,3,77,4,1,2,7,2
117,3,102,3,0,3,4,1
14,1,139,0,0,1,2,0
434,2,15,8,1,5,13,4
316,1,32,6,1,5,10,3
200,0,64,5,1,4,7,2
430,1,5,8,1,6,13,4
139,2,103,2,0,2,3,1
343,2,40,7,1,4,10,3
213,3,69,4,1,2,8,2
211,3,62,4,1,3,7,2
304,2,44,7,1,5,10,3
309,3,44,7,1,3,10,3
137,1,91,2,0,2,4,1
16,1,125,1,0,1,2,0
248,2,70,4,1,4,6,2
341,0,36,7,1,5,11,3
128,1,93,3,0,3,4,1
347,3,34,7,1,4,10,3
420,0,3,9,1,4,13,4
146,2,106,3,0,3,3,1
444,1,8,9,1,6,13,4
1,2,136,0,0,1,2,0
314,3,37,6,1,4,9,3
321,0,49,7,1,3,10,3
211,1,77,4,1,4,8,2
125,3,93,2,0,2,4,1
404,2,19,9,1,6,13,4
28,2,133,1,0,1,2,0
200,0,61,5,1,4,8,2
231,0,71,5,1,3,8,2
210,3,63,5,1,3,8,2
233,0,71,4,1,3,7,2
216,1,65,4,1,2,8,2
126,0,94,3,0,2,4,1
314,0,44,7,1,4,11,3
12,3,121,1,0,2,1,0
13,3,136,0,0,1,0,0
241,0,63,4,1,2,8,2
242,2,79,4,1,3,6,2
143,1,94,2,0,3,4,1
217,1,66,5,1,2,8,2
232,3,68,4,1,4,7,2
236,1,72,4,1,3,6,2
328,2,37,7,1,5,9,3
430,2,12,9,1,5,14,4
217,0,64,4,1,3,6,2
309,0,45,6,1,4,10,3
131,2,91,2,0,3,4,1
316,1,31,7,1,3,11,3
300,1,46,7,1,3,11,3
304,1,43,7,1,3,10,3
402,1,12,9,1,5,13,4
128,0,91,2,0,3,5,1
244,1,60,4,1,3,7,2
37,1,127,0,0,0,1,0
329,3,47,7,1,4,11,3
340,1,41,6,1,3,10,3
207,0,75,4,1,4,6,2
249,3,69,5,1,3,7,2
334,0,45,7,1,4,9,3
2,0,122,0,0,0,0,0
108,1,93,2,0,2,5,1
200,2,75,4,1,3,8,2
232,0,60,5,1,3,8,2
203,0,77,4,1,2,7,2
129,2,96,2,0,2,4,1
230,1,71,5,1,4,8,2
414,0,6,8,1,5,12,4
37,1,129,1,0,1,0,0
305,0,35,7,1,4,9,3
341,0,33,6,1,3,10,3
434,2,0,8,1,6,14,4
333,0,40,7,1,5,11,3
326,0,33,6,1,4,11,3
341,3,32,7,1,4,11,3
112,0,91,3,0,1,4,1
240,1,66,4,1,4,7,2
221,3,76,5,1,4,6,2
239,3,71,5,1,2,6,2
28,1,124,1,0,2,1,0
136,2,108,3,0,3,5,1
142,1,109,2,0,1,4,1
344,2,30,6,1,5,11,3
411,0,2,8,1,5,13,4
140,3,105,3,0,2,3,1
4,3,133,1,0,2,2,0
404,0,1,9,1,5,13,4
349,2,30,7,1,4,9,3
425,0,6,9,1,4,14,4
125,3,109,2,0,3,4,1
309,1,40,7,1,4,10,3
348,2,41,7,1,5,9,3
102,1,93,3,0,2,4,1
106,1,105,3,0,2,5,1
105,2,106,2,0,2,5,1
101,1,90,2,0,2,5,1
414,3,11,8,1,6,12,4
231,0,76,4,1,2,7,2
301,0,45,6,1,4,9,3
330,1,33,7,1,3,9,3
242,2,77,4,1,4,8,2
300,3,45,7,1,5,9,3
110,1,91,3,0,1,4,1
217,3,69,4,1,2,8,2
438,3,13,9,1,4,14,4
100,2,95,2,0,1,4,1
224,1,75,5,1,4,8,2
333,2,36,6,1,5,9,3
302,3,37,7,1,5,9,3
338,1,30,6,1,4,11,3
440,1,0,9,1,6,14,4
46,3,131,1,0,2,1,0
330,0,31,6,1,5,11,3
449,3,12,8,1,5,12,4
33,0,132,0,0,1,2,0
218,3,77,4,1,3,7,2
247,3,79,5,1,4,8,2
29,2,122,1,0,1,1,0
227,3,60,4,1,2,6,2
341,0,38,7,1,5,11,3
434,0,7,8,1,5,13,4
335,2,48,7,1,3,9,3
407,2,3,8,1,5,13,4
100,3,94,3,0,3,5,1
134,1,106,2,0,3,3,1
411,2,11,9,1,6,13,4
429,1,12,9,1,6,12,4
108,3,103,3,0,3,3,1
318,1,46,6,1,4,11,3
228,3,79,5,1,3,8,2
205,3,78,5,1,4,6,2
440,3,6,9,1,6,13,4
323,1,43,7,1,3,10,3
142,0,100,2,0,1,3,1
246,3,66,4,1,4,8,2
121,3,104,3,0,2,3,1
331,0,42,7,1,3,11,3
203,3,64,5,1,3,7,2
407,0,13,8,1,4,13,4
313,1,32,6,1,4,11,3
112,0,104,2,0,1,3,1
330,0,30,6,1,5,10,3
238,0,67,5,1,4,8,2
118,3,109,3,0,3,5,1
224,2,73,5,1,4,6,2
427,0,1,8,1,4,14,4
212,0,66,5,1,4,7,2
343,3,44,7,1,4,10,3
223,2,72,4,1,4,8,2
239,0,78,5,1,2,7,2
345,0,37,6,1,5,9,3
314,2,30,7,1,5,10,3
20,0,134,0,0,1,2,0
123,3,97,2,0,1,5,1
214,2,79,4,1,3,8,2
204,2,73,5,1,4,8,2
338,2,35,7,1,3,9,3
144,1,92,2,0,2,3,1
307,1,35,7,1,3,10,3
311,3,30,7,1,3,9,3
113,2,106,2,0,3,3,1
200,3,74,5,1,3,8,2
119,1,109,3,0,1,4,1
104,2,107,2,0,3,5,1
327,3,31,6,1,3,11,3
227,3,64,4,1,3,8,2
348,2,39,6,1,5,11,3
225,3,67,4,1,3,7,2
117,2,108,3,0,3,4,1
222,0,60,4,1,2,7,2
341,3,31,6,1,3,11,3
117,0,104,2,0,3,3,1
342,3,40,6,1,5,10,3
107,3,92,2,0,3,4,1
123,3,108,2,0,1,5,1
221,0,75,5,1,4,7,2
249,3,65,4,1,2,7,2
319,3,43,6,1,3,9,3
231,3,64,5,1,3,8,2
36,1,132,1,0,2,0,0
348,1,49,6,1,5,10,3
229,0,76,5,1,3,7,2
247,3,68,5,1,2,7,2
320,2,40,7,1,5,10,3
114,0,93,2,0,2,3,1
424,2,19,8,1,6,12,4
206,0,60,4,1,2,8,2
231,1,62,4,1,4,7,2
422,2,9,9,1,4,12,4
346,1,45,6,1,5,9,3
41,1,128,0,0,1,2,0
242,3,64,5,1,4,8,2
226,3,63,4,1,3,8,2
204,3,62,4,1,4,6,2
320,0,43,6,1,4,10,3
222,3,75,5,1,2,7,2
49,0,128,1,0,0,0,0
237,0,77,5,1,2,7,2
20,1,138,1,0,1,0,0
232,2,70,4,1,2,7,2
208,0,69,4,1,3,8,2
324,3,45,6,1,5,11,3
237,1,74,5,1,2,7,2
124,0,97,3,0,3,5,1
444,2,16,8,1,4,13,4
345,0,39,7,1,5,10,3
218,0,60,4,1,3,6,2
437,3,15,8,1,5,12,4
400,2,16,9,1,6,14,4
147,3,96,2,0,3,5,1
333,1,37,6,1,5,10,3
203,0,70,5,1,3,8,2
116,1,104,3,0,2,4,1
147,0,95,3,0,2,5,1
212,0,69,5,1,2,7,2
214,3,67,4,1,4,8,2
302,2,33,7,1,5,10,3
4,3,128,1,0,2,2,0
409,2,17,8,1,5,14,4
317,2,42,6,1,4,11,3
307,3,40,7,1,3,11,3
115,3,105,3,0,3,3,1
307,0,49,6,1,5,9,3
206,1,78,5,1,2,6,2
303,1,37,7,1,3,9,3
223,3,63,5,1,2,6,2
319,0,40,6,1,3,11,3
29,0,120,0,0,1,0,0
331,1,37,7,1,3,9,3
324,1,49,7,1,3,11,3
317,3,41,7,1,5,10,3
130,3,105,2,0,3,5,1
148,3,109,3,0,3,3,1
247,2,75,5,1,2,6,2
224,2,68,4,1,4,6,2
1,3,130,0,0,0,2,0
33,2,128,1,0,0,2,0
346,2,47,7,1,5,9,3
2,1,130,1,0,0,2,0
420,2,16,9,1,5,14,4
230,3,66,5,1,2,8,2
319,0,45,6,1,4,10,3
147,3,102,3,0,2,3,1
401,2,12,8,1,4,13,4
47,0,131,0,0,2,2,0
29,0,124,1,0,1,0,0
39,3,122,0,0,1,1,0
115,1,106,2,0,3,3,1
244,1,68,5,1,4,7,2
337,2,30,6,1,3,10,3
127,3,107,3,0,2,4,1
316,2,33,7,1,4,9,3
338,2,34,6,1,5,9,3
418,2,8,8,1,6,14,4
106,3,109,2,0,2,3,1
117,0,91,2,0,1,5,1
145,1,105,2,0,1,5,1
237,2,61,4,1,2,8,2
225,0,79,4,1,2,6,2
239,2,73,4,1,4,6,2
127,0,102,2,0,1,5,1
346,0,42,6,1,3,9,3
206,2,71,5,1,4,6,2
249,0,61,4,1,4,8,2
138,3,103,2,0,1,4,1
225,1,64,4,1,4,6,2
341,2,43,7,1,3,9,3
342,1,36,6,1,3,9,3
434,3,18,9,1,4,14,4
307,2,46,7,1,4,9,3
144,0,93,3,0,2,4,1
103,3,105,3,0,2,5,1
416,2,6,8,1,4,13,4
320,3,32,7,1,5,10,3
326,2,40,7,1,5,11,3
338,3,46,6,1,5,10,3
121,1,101,2,0,3,4,1
322,3,49,6,1,5,11,3
145,1,102,2,0,1,4,1
202,2,63,5,1,3,7,2
230,2,73,4,1,2,7,2
243,0,62,4,1,2,6,2
207,2,73,4,1,2,8,2
213,2,77,4,1,4,7,2
226,0,61,4,1,2,7,2
248,1,64,4,1,4,6,2
124,2,106,2,0,3,5,1
300,2,42,6,1,4,11,3
335,3,35,6,1,5,9,3
223,2,65,5,1,4,6,2
341,3,38,6,1,3,9,3
225,1,72,4,1,3,6,2
42,1,132,0,0,0,1,0
230,3,73,4,1,3,6,2
26,0,136,1,0,2,0,0
342,2,33,7,1,3,10,3
227,0,71,5,1,3,7,2
130,2,102,3,0,3,5,1
210,1,65,4,1,3,6,2
429,1,18,9,1,4,13,4
212,0,79,5,1,2,8,2
411,3,8,9,1,5,13,4
429,0,3,8,1,5,14,4
308,2,38,6,1,3,9,3
342,2,42,7,1,5,11,3
247,0,79,5,1,3,6,2
248,0,70,5,1,4,6,2
438,2,10,8,1,6,12,4
203,3,60,4,1,2,8,2
12,3,129,0,0,2,2,0
116,2,106,3,0,1,4,1
343,2,46,7,1,3,9,3
200,3,65,4,1,4,8,2
143,3,94,3,0,3,3,1
315,3,34,6,1,4,10,3
209,0,77,4,1,4,6,2
201,0,72,5,1,4,8,2
110,0,101,3,0,1,5,1
102,2,105,2,0,1,5,1
107,1,94,3,0,3,3,1
215,0,77,4,1,2,7,2
346,2,36,7,1,3,10,3
308,1,48,6,1,5,9,3
145,3,104,2,0,3,4,1
445,0,5,8,1,4,14,4
126,1,102,2,0,3,4,1
121,1,94,3,0,2,5,1
326,3,36,6,1,5,9,3
137,1,102,3,0,1,4,1
349,1,33,6,1,5,11,3
5,0,125,0,0,0,1,0
43,3,124,1,0,1,2,0
320,0,39,6,1,3,11,3
133,2,98,3,0,2,4,1
6,1,136,1,0,0,1,0
209,3,76,5,1,2,8,2
246,0,71,5,1,2,8,2
315,0,31,7,1,4,9,3
333,1,46,6,1,4,11,3
327,3,37,7,1,4,11,3
133,3,95,2,0,1,5,1
206,2,64,5,1,3,6,2
308,0,43,7,1,5,9,3
25,2,130,1,0,1,2,0
217,0,64,5,1,2,7,2
309,1,36,7,1,4,10,3
249,1,73,5,1,3,6,2
339,3,36,7,1,3,10,3
28,0,124,1,0,0,2,0
313,0,48,6,1,3,9,3
113,3,92,2,0,3,4,1
437,3,16,9,1,4,12,4
107,3,91,3,0,1,3,1
409,3,15,8,1,5,13,4
228,2,69,4,1,3,6,2
318,0,30,6,1,4,10,3
338,1,39,7,1,4,9,3
35,2,133,0,0,0,0,0
148,1,109,3,0,2,5,1
417,1,7,9,1,6,13,4
230,1,78,5,1,2,8,2
343,0,46,6,1,3,9,3
113,2,91,2,0,1,5,1
344,2,44,7,1,4,9,3
39,0,129,1,0,1,1,0
323,0,32,7,1,5,10,3
246,1,72,4,1,3,6,2
228,2,73,5,1,4,6,2
133,1,108,3,0,1,4,1
304,1,38,7,1,5,10,3
230,2,79,5,1,4,8,2
206,3,72,5,1,4,7,2
349,3,48,7,1,4,10,3
146,3,104,2,0,2,4,1
421,1,8,8,1,6,14,4
316,2,38,7,1,3,9,3
200,1,60,4,1,4,7,2
131,1,105,2,0,1,3,1
302,3,40,7,1,5,11,3
27,2,125,0,0,0,2,0
342,3,46,7,1,3,9,3
241,3,66,4,1,4,8,2
114,0,91,3,0,2,3,1
138,3,104,3,0,3,4,1
439,3,4,8,1,6,14,4
321,0,44,6,1,4,9,3
118,1,109,2,0,2,3,1
449,0,16,8,1,5,13,4
127,2,109,2,0,2,4,1
317,2,42,6,1,4,11,3
344,2,36,6,1,3,9,3
310,2,37,7,1,4,10,3
212,2,66,5,1,3,6,2
238,0,73,5,1,2,6,2
327,1,45,6,1,5,9,3
201,2,62,5,1,2,7,2
44,0,124,1,0,0,0,0
334,1,44,6,1,3,11,3
329,0,44,7,1,5,9,3
227,2,70,4,1,2,6,2
238,3,65,4,1,4,6,2
232,3,60,4,1,3,8,2
330,1,43,6,1,3,9,3
330,1,33,7,1,4,11,3
309,2,40,6,1,3,11,3
343,2,42,7,1,5,10,3
317,2,32,6,1,5,11,3
130,3,102,3,0,2,4,1
100,1,100,3,0,2,5,1
325,0,35,6,1,5,9,3
48,3,130,0,0,0,0,0
414,0,6,9,1,6,14,4
406,2,3,9,1,6,14,4
246,0,74,4,1,2,7,2
219,0,61,5,1,3,6,2
248,2,67,4,1,4,7,2
320,3,39,7,1,5,11,3
339,3,30,7,1,4,11,3
11,2,125,1,0,0,2,0
321,3,45,7,1,3,9,3
308,2,41,7,1,4,9,3
12,1,135,0,0,2,1,0
234,3,66,4,1,3,7,2
210,0,70,5,1,4,7,2
113,0,91,2,0,3,5,1
130,3,101,3,0,3,4,1
2,2,130,0,0,0,1,0
442,0,5,9,1,5,13,4
35,3,124,0,0,0,2,0
247,3,71,5,1,4,7,2
122,1,92,3,0,2,5,1
321,1,34,6,1,3,10,3
314,0,35,7,1,4,10,3
345,2,35,6,1,4,10,3
330,0,30,7,1,3,10,3
244,3,73,5,1,2,7,2
213,2,71,4,1,2,8,2
329,3,31,6,1,4,9,3
147,1,95,2,0,2,4,1
344,3,34,7,1,5,10,3
123,1,102,2,0,2,4,1
418,0,10,8,1,6,14,4
206,2,64,4,1,2,7,2
244,1,70,4,1,2,7,2
246,2,71,4,1,4,7,2
317,2,36,7,1,3,10,3
249,0,74,5,1,4,7,2
249,3,70,4,1,3,6,2
110,2,99,2,0,3,3,1
124,1,95,2,0,2,5,1
138,3,97,3,0,2,3,1
29,2,139,1,0,0,0,0
411,3,7,9,1,4,14,4
347,3,38,6,1,5,10,3
120,3,104,3,0,3,3,1
9,1,134,1,0,1,0,0
233,0,75,5,1,4,8,2
224,1,68,4,1,3,7,2
344,2,40,6,1,5,10,3
222,0,71,4,1,4,8,2
410,2,4,8,1,4,12,4
32,0,125,1,0,2,2,0
236,3,69,4,1,2,7,2
420,3,2,8,1,6,13,4
31,1,139,1,0,0,2,0
221,1,74,5,1,2,8,2
116,2,102,2,0,3,4,1
243,0,64,5,1,4,8,2
135,0,106,2,0,3,3,1
427,0,5,8,1,4,12,4
442,3,3,9,1,6,14,4
348,1,37,7,1,5,10,3
246,0,61,4,1,4,8,2
443,2,2,9,1,6,13,4
346,1,35,7,1,3,10,3
216,3,74,4,1,2,8,2
13,1,137,1,0,0,1,0
326,2,30,7,1,3,11,3
306,3,39,6,1,5,10,3
130,3,105,2,0,2,5,1
246,1,68,5,1,4,7,2
411,1,16,9,1,6,14,4
201,3,68,4,1,2,8,2
246,2,73,4,1,4,8,2
421,2,15,8,1,5,13,4
107,2,106,2,0,2,4,1
415,3,14,8,1,6,13,4
324,0,42,6,1,4,11,3
202,0,67,4,1,2,8,2
29,3,122,0,0,0,0,0
49,0,135,1,0,0,1,0
244,3,73,5,1,4,7,2
349,3,45,7,1,5,11,3
218,2,77,4,1,3,8,2
328,0,35,6,1,5,9,3
304,3,34,7,1,3,11,3
219,1,79,5,1,4,7,2
432,2,2,8,1,6,14,4
300,0,35,7,1,4,10,3
431,0,4,9,1,6,13,4
128,2,92,3,0,2,3,1
337,3,44,6,1,4,10,3
222,3,67,4,1,4,7,2
409,1,5,8,1,6,12,4
211,3,70,5,1,3,8,2
134,1,109,3,0,3,3,1
246,0,75,5,1,3,6,2
108,2,92,3,0,1,3,1
110,1,105,3,0,3,5,1
210,3,63,4,1,4,8,2
437,3,13,9,1,5,12,4
103,1,91,2,0,2,3,1
118,2,109,2,0,2,3,1
420,0,18,8,1,5,12,4
205,0,61,4,1,4,7,2
422,0,12,9,1,5,14,4
143,1,97,2,0,2,4,1
238,2,64,4,1,3,6,2
6,1,133,1,0,0,1,0
444,2,5,9,1,4,12,4
435,0,15,9,1,4,13,4
338,2,38,7,1,3,9,3
114,3,99,3,0,3,4,1
408,3,15,9,1,4,13,4
446,3,18,8,1,6,14,4
221,3,77,5,1,4,8,2
310,0,48,6,1,4,11,3
434,3,19,9,1,6,14,4
216,2,71,5,1,3,6,2
108,1,100,3,0,2,5,1
433,1,15,8,1,6,13,4
245,0,62,4,1,3,6,2
418,0,6,9,1,5,12,4
239,0,77,5,1,2,6,2
29,0,124,0,0,1,1,0
221,0,66,4,1,3,6,2
325,3,46,7,1,3,11,3
29,0,123,1,0,1,2,0
211,1,69,4,1,4,8,2
135,3,106,3,0,3,5,1
306,3,39,7,1,3,9,3
440,1,16,9,1,5,12,4
301,2,40,7,1,4,11,3
320,3,41,7,1,3,9,3
226,1,67,4,1,4,6,2
249,1,65,4,1,2,6,2
200,3,72,5,1,2,6,2
313,0,37,7,1,3,11,3
448,1,7,9,1,4,12,4
301,3,47,7,1,5,10,3
422,0,16,9,1,5,13,4
325,0,49,7,1,5,9,3
124,1,90,2,0,2,5,1
214,0,79,4,1,3,8,2
428,1,9,9,1,6,13,4
427,3,10,9,1,5,14,4
238,2,66,5,1,2,7,2
347,1,44,6,1,4,9,3
203,2,66,5,1,3,7,2
129,1,96,3,0,1,5,1
446,3,8,9,1,6,13,4
409,1,4,8,1,4,12,4
241,0,64,4,1,2,8,2
9,0,136,0,0,0,1,0
321,3,48,7,1,3,10,3
215,3,78,4,1,3,8,2
38,0,122,0,0,1,1,0
139,0,94,2,0,3,4,1
142,2,94,2,0,3,3,1
312,3,41,7,1,3,11,3
138,1,103,2,0,1,3,1
129,0,107,3,0,3,3,1
412,3,13,9,1,6,14,4
441,2,10,8,1,5,14,4
125,2,108,2,0,1,5,1
130,0,93,2,0,3,3,1
238,0,77,5,1,3,7,2
126,0,104,2,0,3,4,1
103,2,105,2,0,3,5,1
247,1,69,4,1,4,6,2
411,3,9,8,1,4,14,4
434,2,11,9,1,6,13,4
338,3,46,6,1,3,10,3
300,1,36,6,1,5,11,3
315,2,42,6,1,5,11,3
221,1,77,5,1,2,6,2
244,1,64,4,1,3,6,2
335,3,44,6,1,4,11,3
333,1,35,7,1,3,9,3
21,3,131,0,0,1,0,0
113,0,90,3,0,1,5,1
402,2,6,8,1,4,12,4
237,0,65,5,1,4,8,2
112,2,100,2,0,2,3,1
201,0,62,5,1,2,7,2
143,0,109,2,0,3,3,1
39,3,125,1,0,1,0,0
108,0,90,3,0,3,5,1
341,2,46,7,1,3,11,3
134,3,98,3,0,2,3,1
348,2,35,6,1,4,11,3
141,3,92,2,0,2,5,1
26,1,126,1,0,0,2,0
419,3,5,9,1,6,12,4
320,0,44,6,1,4,9,3
305,2,40,7,1,5,10,3
28,0,120,0,0,1,1,0
121,3,99,2,0,3,5,1
334,2,40,7,1,5,11,3
136,2,98,3,0,3,5,1
322,3,47,6,1,4,10,3
228,1,60,5,1,3,6,2
339,2,38,6,1,5,9,3
326,3,31,7,1,4,11,3
214,1,60,4,1,3,8,2
134,0,91,2,0,3,4,1
349,0,40,6,1,3,11,3
326,3,46,6,1,3,11,3
11,1,124,0,0,0,1,0
245,2,66,4,1,2,6,2
240,3,66,5,1,3,7,2
207,3,73,4,1,4,8,2
133,1,97,2,0,2,4,1
415,1,19,8,1,4,13,4
235,1,68,5,1,3,8,2
448,2,12,9,1,6,12,4
349,0,49,7,1,3,10,3
116,3,92,3,0,2,4,1
124,1,106,2,0,3,3,1
445,3,1,8,1,5,13,4
225,2,67,5,1,4,8,2
46,3,130,0,0,2,0,0
416,1,19,8,1,5,14,4
237,3,76,4,1,2,8,2
237,3,63,5,1,4,6,2
244,3,71,4,1,2,7,2
311,0,47,6,1,3,11,3
112,2,108,3,0,3,5,1
205,2,79,4,1,4,7,2
208,2,73,4,1,2,8,2
345,1,45,7,1,3,9,3
321,1,46,7,1,5,11,3
202,2,63,4,1,3,6,2
325,3,37,7,1,5,11,3
233,2,65,4,1,3,8,2
203,1,73,5,1,2,6,2
401,1,3,9,1,4,13,4
235,2,76,5,1,2,6,2
412,0,4,8,1,6,14,4
336,2,36,6,1,4,11,3
108,3,94,2,0,3,4,1
307,0,49,7,1,3,11,3
149,3,106,2,0,3,4,1
232,0,78,4,1,3,6,2
329,1,48,7,1,3,10,3
432,0,6,8,1,5,14,4
116,0,106,2,0,1,3,1
434,1,12,9,1,6,12,4
423,0,5,8,1,4,13,4
44,3,139,0,0,2,2,0
447,0,14,8,1,6,14,4
121,1,92,2,0,2,5,1
3,2,136,1,0,2,2,0
408,0,17,8,1,6,14,4
202,3,61,5,1,3,7,2
315,2,44,7,1,3,9,3
237,2,73,4,1,4,6,2
147,1,95,2,0,3,5,1
306,1,37,6,1,3,10,3
19,1,137,0,0,0,0,0
144,1,96,3,0,2,5,1
417,0,10,9,1,5,13,4
431,3,16,8,1,6,14,4
210,3,71,4,1,2,8,2
129,2,92,2,0,1,3,1
223,2,77,5,1,4,7,2
426,2,15,9,1,5,14,4
30,0,125,0,0,0,1,0
105,1,99,3,0,1,5,1
426,3,1,9,1,6,12,4
214,1,60,5,1,2,6,2
12,1,123,0,0,1,0,0
106,2,97,2,0,1,4,1
438,2,14,9,1,6,14,4
231,1,70,4,1,3,6,2
119,3,107,3,0,3,5,1
411,2,16,8,1,6,13,4
346,1,32,6,1,3,9,3
17,2,122,1,0,0,0,0
245,0,65,4,1,3,7,2
113,2,91,2,0,1,5,1
217,1,66,4,1,2,7,2
120,1,97,2,0,1,5,1
232,2,70,4,1,2,7,2
346,2,39,6,1,3,9,3
242,1,69,4,1,2,7,2
229,0,63,4,1,2,7,2
117,3,96,2,0,1,3,1
402,3,19,8,1,6,12,4
131,1,104,3,0,1,3,1
301,0,30,7,1,5,9,3
10,3,135,0,0,0,1,0
301,0,44,7,1,4,11,3
30,3,137,1,0,0,2,0
134,2,100,3,0,2,3,1
328,3,32,6,1,3,10,3
128,2,105,3,0,3,4,1
232,0,76,5,1,2,6,2
102,0,108,2,0,3,3,1
100,3,94,2,0,3,4,1
311,2,40,6,1,3,11,3
47,1,136,1,0,1,2,0
104,0,90,3,0,1,5,1
145,0,90,2,0,3,3,1
13,1,129,1,0,2,0,0
43,0,125,1,0,0,0,0
146,2,99,3,0,3,5,1
32,2,123,0,0,1,2,0
406,3,17,8,1,5,14,4
42,2,131,0,0,2,2,0
436,1,7,8,1,4,13,4
329,0,46,7,1,5,10,3
117,2,102,2,0,1,5,1
36,1,122,1,0,0,1,0
17,0,131,1,0,0,0,0
235,2,63,4,1,3,8,2
309,0,48,7,1,5,9,3
329,2,32,7,1,4,11,3
213,3,76,5,1,2,8,2
120,0,96,2,0,2,4,1
322,3,48,7,1,5,11,3
246,1,67,5,1,3,7,2
420,3,11,8,1,6,14,4
231,2,61,4,1,3,7,2
129,2,90,2,0,3,3,1
431,2,13,8,1,4,13,4
240,0,76,4,1,3,8,2
340,3,38,7,1,5,10,3
211,1,70,5,1,4,6,2
417,1,9,8,1,6,12,4
437,1,9,9,1,4,13,4
246,1,64,5,1,3,7,2
121,2,95,3,0,2,3,1
344,0,35,7,1,4,9,3
438,1,14,8,1,6,14,4
343,2,34,7,1,3,9,3
403,0,12,8,1,4,14,4
239,3,73,4,1,2,8,2
409,1,2,9,1,4,12,4
128,3,94,2,0,3,5,1
242,1,75,5,1,2,6,2
215,3,62,5,1,2,8,2
333,0,37,6,1,5,11,3
118,1,95,2,0,3,5,1
409,1,16,8,1,6,14,4
411,2,11,9,1,4,12,4
307,3,45,7,1,3,9,3
114,0,102,3,0,3,5,1
34,3,137,1,0,0,2,0
231,3,68,5,1,4,6,2
324,3,49,6,1,3,11,3
121,3,97,2,0,1,5,1
341,3,35,7,1,3,11,3
245,0,72,4,1,4,6,2
343,2,42,7,1,3,11,3
215,3,65,4,1,4,6,2
340,3,40,7,1,3,9,3
117,3,107,3,0,2,3,1
149,2,101,3,0,3,3,1
426,3,13,9,1,5,12,4
219,2,77,4,1,3,8,2
444,1,3,9,1,4,13,4
18,2,125,1,0,1,1,0
216,2,62,4,1,4,8,2
230,1,61,4,1,2,6,2
407,3,18,8,1,4,14,4
400,0,7,8,1,4,12,4
127,0,97,3,0,3,4,1
142,0,96,2,0,2,5,1
348,2,32,6,1,5,9,3
