daily_tiktok_screen_time,average_scrolls_per_session,tiktok_usage_time_of_day,max_consecutive_watch_time,video_likes_per_day,number_of_followed_accounts,frequency_of_comments_posted,videos_saved_per_week,self_control_score,boredom_level,workload_per_day,productivity_hours_lost
109,43,3,73,41,218,14,1,4,2,9,9
71,11,1,20,22,937,8,24,2,4,3,7
93,16,0,100,4,627,4,16,5,7,8,7
285,44,0,63,4,535,6,0,10,6,2,8
176,32,1,32,45,630,7,10,6,1,5,8
138,93,1,119,17,504,12,8,5,6,7,16
76,34,1,114,31,361,9,6,7,8,8,13
56,77,2,25,41,170,7,23,2,3,4,14
157,16,3,101,45,210,12,17,4,2,4,17
259,27,2,37,41,232,2,9,6,3,5,9
146,66,2,118,47,283,3,0,3,1,5,15
104,63,3,70,14,178,9,14,9,5,4,13
247,63,1,76,41,102,13,19,1,9,3,23
293,25,3,8,47,175,14,19,2,6,4,15
44,20,3,103,21,501,9,16,6,3,6,10
267,86,2,30,14,266,5,7,6,9,4,11
279,11,3,27,4,499,0,19,2,2,2,9
56,54,0,111,13,350,15,11,7,3,8,6
103,61,2,81,47,259,11,4,4,8,3,20
191,97,2,110,41,374,8,27,3,3,8,19
199,49,2,14,20,415,17,28,6,3,3,12
60,79,1,8,20,885,14,28,8,7,4,9
215,49,1,63,32,200,15,12,1,10,3,20
134,37,1,119,22,822,10,15,3,4,8,15
221,34,2,5,38,166,11,10,1,10,6,12
275,94,1,97,37,796,7,9,4,7,7,20
144,85,3,86,32,323,6,1,9,1,5,12
282,49,0,30,14,195,10,21,3,2,7,10
287,87,1,91,35,883,7,13,4,5,9,16
276,30,2,98,43,437,15,1,9,1,7,12
288,94,0,66,27,667,11,3,2,2,5,14
223,60,3,51,17,218,2,11,5,6,8,9
71,62,1,27,32,580,10,3,4,7,2,12
63,98,3,62,44,128,19,17,10,1,8,11
121,80,1,82,33,815,18,13,10,7,3,16
278,20,0,113,10,59,12,12,5,7,7,14
116,20,3,113,10,153,0,9,7,7,8,8
292,99,0,43,19,421,1,29,5,1,6,10
177,69,0,34,23,793,8,20,5,3,4,11
83,34,1,57,17,310,8,8,10,2,4,0
245,17,1,108,18,355,4,23,2,9,2,20
101,35,0,77,17,327,16,29,8,7,2,15
94,17,0,56,35,536,14,3,10,10,6,7
84,87,1,22,30,898,14,2,7,10,3,13
93,97,2,18,40,907,0,12,5,3,4,8
254,19,3,38,7,997,11,26,2,5,4,11
237,70,3,69,16,623,1,8,8,9,7,11
92,57,0,92,31,864,16,22,2,4,6,16
24,95,1,90,17,368,3,12,8,2,2,9
190,88,3,88,43,658,5,7,1,9,7,21
272,59,1,84,7,382,18,26,7,2,3,14
87,12,2,66,9,625,16,24,4,5,5,9
238,46,0,99,42,915,18,5,3,8,7,20
242,78,0,39,6,734,14,24,6,10,8,12
39,75,0,29,44,88,15,2,5,2,4,11
164,95,2,30,3,339,3,27,10,5,4,9
194,30,3,98,4,166,13,17,2,4,4,15
264,83,1,83,24,538,19,1,9,6,9,14
178,89,2,103,24,784,11,28,6,4,6,17
90,79,0,65,7,477,2,29,3,6,9,8
295,59,3,45,48,723,2,24,4,4,5,17
219,47,2,32,17,412,12,4,10,1,3,8
268,17,1,82,35,623,7,25,4,4,6,15
46,55,0,47,20,778,14,19,1,4,4,10
295,65,3,37,36,668,10,1,3,2,9,10
63,74,2,68,29,355,9,18,5,6,5,14
221,99,0,115,44,583,17,29,6,10,4,28
109,60,0,63,22,547,18,12,5,2,2,15
94,35,3,105,26,642,3,12,7,5,7,12
222,81,1,73,27,716,2,21,3,7,8,16
273,85,2,96,21,182,4,23,8,2,2,15
95,79,2,73,8,280,7,13,9,9,7,10
72,27,1,105,12,627,1,25,4,2,3,11
201,93,3,40,31,768,8,12,7,9,7,14
102,44,0,20,39,890,15,20,8,4,4,9
262,54,2,15,44,866,7,8,7,5,8,8
147,48,3,19,23,191,19,24,10,5,4,8
58,87,1,87,46,126,3,12,10,4,9,8
130,39,3,58,44,259,0,27,3,5,6,13
48,60,2,99,10,998,10,6,2,1,6,10
43,46,2,37,27,923,3,8,3,9,9,7
275,53,0,93,3,866,1,18,3,1,2,15
18,33,0,76,38,432,9,16,9,5,8,6
197,90,1,7,46,455,9,13,5,5,3,13
105,34,3,33,10,819,8,18,2,9,4,14
142,76,1,108,13,586,13,2,2,4,9,14
172,47,1,86,43,475,10,3,6,1,8,10
148,25,0,37,48,896,4,20,1,4,5,11
89,68,1,43,37,171,7,11,3,1,6,10
100,51,1,12,35,697,16,0,1,4,6,7
265,14,2,111,7,245,12,14,9,8,4,13
157,14,1,44,10,923,8,18,7,4,5,6
188,74,0,80,18,287,13,19,8,10,3,17
266,34,2,90,18,118,13,25,7,5,7,13
227,12,0,73,40,332,16,29,1,8,9,17
276,16,3,23,35,288,17,26,5,4,3,12
88,78,0,95,10,508,16,12,1,5,4,16
176,46,2,84,1,506,15,26,5,1,8,7
113,57,1,34,30,146,11,27,1,5,9,11
293,98,2,12,30,142,14,8,9,4,6,11
224,88,1,48,20,261,2,6,4,1,8,7
84,44,0,89,41,990,11,22,7,10,3,18
234,22,3,6,16,850,1,26,6,8,4,9
79,28,3,113,19,837,9,23,10,9,5,14
199,87,3,72,47,917,11,11,3,10,5,22
115,49,1,30,24,708,3,10,2,9,6,9
79,93,3,97,19,545,12,0,4,6,4,17
19,73,3,97,33,348,15,24,5,9,4,20
223,94,3,48,33,554,8,24,2,9,3,21
14,24,1,19,19,184,8,26,8,1,3,4
37,71,2,36,15,554,17,7,9,7,2,9
250,36,0,29,32,255,18,10,10,8,6,8
245,57,1,48,6,459,0,27,8,10,8,8
101,50,2,69,21,757,6,20,5,7,7,12
47,80,3,85,18,97,4,27,8,7,9,10
228,50,1,105,10,624,4,16,2,3,8,12
161,54,0,21,30,637,3,18,4,9,2,11
201,46,1,16,11,282,13,4,2,6,3,10
130,56,0,18,9,139,19,7,8,9,2,10
180,69,0,12,28,755,4,23,10,3,6,3
119,44,0,95,31,170,19,3,2,9,8,18
153,28,0,41,23,839,17,29,10,8,3,11
75,16,0,19,31,711,3,21,3,4,8,3
206,93,1,54,8,285,13,20,6,6,4,15
55,55,2,58,37,173,5,20,5,5,4,12
158,58,3,107,46,530,18,16,4,8,9,20
69,33,2,111,29,147,10,16,8,9,7,14
147,23,1,110,34,667,13,8,1,8,2,21
99,36,2,111,34,108,19,6,2,2,2,20
221,62,3,44,49,432,7,8,1,9,5,18
178,78,1,9,8,135,0,6,1,10,9,8
122,26,0,44,31,469,12,21,4,1,5,8
75,85,1,87,44,361,19,6,9,10,7,15
127,13,3,64,10,280,17,3,7,3,2,11
234,86,3,75,19,633,5,8,6,6,9,13
160,16,0,99,27,352,14,13,6,3,9,8
176,61,1,68,28,790,13,4,8,10,5,14
104,62,1,89,45,559,5,29,3,5,2,20
269,42,1,22,31,622,17,22,2,10,7,15
268,63,1,66,37,925,3,1,8,5,4,13
129,24,0,37,9,837,10,1,10,3,8,0
83,28,3,72,47,127,7,8,4,3,5,12
105,34,3,110,12,624,9,13,5,5,9,11
186,27,2,58,48,825,15,9,6,2,6,11
36,91,3,26,16,170,15,10,9,4,9,3
220,70,1,91,1,237,0,9,1,10,6,16
266,71,3,7,7,695,8,24,2,6,2,16
214,54,2,46,13,747,10,21,7,6,7,10
75,76,2,16,26,821,3,16,2,9,5,12
159,12,2,5,1,991,18,22,10,10,8,3
176,70,1,49,31,539,19,15,9,9,5,14
229,75,0,88,28,486,15,3,2,3,8,15
267,60,3,64,12,680,16,15,10,4,7,8
212,13,0,53,0,386,15,29,3,8,7,11
249,21,2,84,41,352,3,19,3,10,8,17
238,70,3,116,30,440,10,24,6,9,9,19
165,80,2,100,6,919,13,13,8,2,2,14
227,54,2,5,11,898,6,22,3,9,6,12
204,56,1,58,22,354,9,12,3,8,7,14
279,19,2,22,35,774,13,28,6,5,8,10
25,10,3,82,34,167,5,17,6,3,8,7
250,54,1,54,33,877,1,4,7,4,4,10
261,65,2,40,47,281,11,5,7,6,8,13
60,82,2,113,36,250,8,7,2,10,8,19
37,98,2,100,17,944,14,19,6,2,9,12
62,61,1,68,27,799,0,5,2,3,5,10
125,61,0,60,42,636,10,16,6,9,2,16
18,65,3,65,44,976,11,22,7,6,3,15
20,77,1,99,47,806,2,8,4,1,6,13
116,30,0,87,0,720,17,15,5,2,3,13
267,10,0,39,35,496,17,9,8,6,7,9
191,94,0,38,34,168,4,9,7,10,2,15
179,72,3,40,28,171,15,11,1,6,2,17
148,42,0,91,45,624,19,24,6,3,5,15
294,69,0,26,9,485,2,0,1,3,5,8
120,17,3,72,23,622,9,24,5,7,6,12
101,43,3,86,48,261,19,7,4,6,3,21
229,59,2,90,0,293,11,22,4,1,8,11
14,97,0,107,26,96,16,21,7,3,2,15
29,36,1,44,46,193,0,21,3,2,8,5
110,76,3,89,27,373,17,24,7,5,6,17
166,51,2,60,38,299,2,11,7,1,9,5
10,68,3,79,33,857,10,17,10,9,6,14
221,62,1,6,26,328,6,1,1,1,4,9
128,14,0,80,5,526,1,11,9,2,6,1
269,65,0,39,37,562,4,5,1,8,7,12
184,46,2,71,6,78,12,1,5,1,7,8
143,78,0,13,33,328,19,20,3,8,5,14
111,99,2,75,45,738,0,22,7,7,8,11
71,60,1,71,49,526,1,14,1,4,7,12
63,97,0,91,24,685,16,16,10,1,5,13
16,30,0,68,45,436,15,4,7,8,3,13
12,93,3,98,26,713,18,7,4,3,8,16
158,18,0,19,46,342,17,5,4,1,2,9
297,24,2,103,6,118,6,25,8,3,9,10
21,12,0,96,6,217,12,14,4,2,9,5
113,13,3,64,37,939,9,21,1,2,4,14
120,27,0,6,43,428,3,4,7,2,2,6
272,54,0,7,45,418,12,29,5,3,4,12
182,40,3,20,38,789,16,11,7,4,4,11
104,69,0,14,33,318,15,19,4,6,5,11
212,53,0,55,13,60,8,27,7,6,9,8
54,35,2,111,27,985,12,11,8,9,2,18
43,94,3,39,37,677,14,11,4,5,4,15
220,49,3,27,8,413,15,24,4,5,8,10
234,30,2,98,23,745,5,10,7,7,4,13
273,51,3,30,46,961,7,18,4,5,4,15
235,64,0,66,7,525,13,0,5,8,3,14
113,99,1,27,25,311,6,15,8,3,4,7
230,58,0,6,24,594,0,29,2,4,5,12
132,71,1,31,30,173,4,23,4,3,9,9
231,58,1,116,24,524,0,8,2,2,7,13
52,24,2,47,42,318,7,20,7,8,7,9
219,37,0,69,8,195,14,7,4,2,5,11
20,67,2,116,24,597,12,5,5,8,4,16
225,82,0,71,9,57,19,15,4,2,8,11
173,78,3,50,44,913,9,25,2,2,7,16
234,16,0,5,39,150,14,7,6,9,8,6
234,31,2,27,28,336,7,3,1,1,3,8
255,66,3,72,2,553,6,26,7,5,6,11
155,94,3,55,39,115,18,20,8,2,4,13
200,92,3,98,11,361,3,5,9,10,7,14
270,90,0,5,14,927,3,14,6,4,7,5
296,84,1,5,4,364,8,7,7,4,5,6
25,73,0,84,1,990,1,0,4,1,3,7
203,17,3,56,20,504,6,19,9,4,2,11
18,43,2,108,45,215,6,11,10,1,6,9
11,76,1,79,23,745,1,11,10,6,8,3
93,56,1,9,18,682,11,14,8,10,5,6
218,69,0,100,21,562,9,28,5,7,9,15
67,27,3,108,17,304,15,28,5,2,4,15
115,48,2,102,33,662,14,23,4,10,6,18
145,94,3,113,40,939,19,14,4,10,2,28
86,13,2,87,0,750,6,1,5,7,3,9
219,37,0,58,36,85,1,2,10,4,8,3
241,18,0,41,35,292,17,2,5,8,8,9
134,59,3,68,10,667,13,12,4,4,6,12
189,18,3,43,36,219,2,4,1,8,4,13
299,37,0,64,48,234,19,17,2,9,8,20
223,92,0,16,40,552,0,17,7,5,5,11
106,66,0,46,9,392,13,1,4,5,6,8
258,15,1,90,37,456,18,12,9,8,9,12
230,49,2,117,2,296,7,27,4,4,8,15
22,95,2,105,1,402,7,1,8,7,5,12
100,58,3,9,46,86,17,12,7,10,9,11
202,35,3,76,39,930,4,2,10,5,9,9
208,97,2,115,29,985,18,25,7,9,8,21
269,78,1,70,41,970,18,18,2,7,8,20
73,94,3,69,41,727,17,11,8,9,9,15
241,62,1,72,35,656,7,3,6,6,3,20
236,31,2,35,7,611,18,26,8,2,9,3
176,97,2,23,32,640,16,28,9,9,5,14
260,66,3,42,24,152,3,15,3,5,7,11
195,78,3,73,49,81,18,23,6,3,7,19
258,24,3,40,4,928,13,18,4,3,2,13
281,48,1,79,10,632,3,26,1,9,2,20
147,47,0,61,8,576,14,27,6,4,8,10
118,15,0,49,47,797,6,16,1,7,9,10
53,28,1,103,2,491,8,13,7,8,3,11
210,90,0,28,20,206,19,9,2,9,2,20
113,11,0,15,31,813,5,13,4,7,2,7
129,60,3,64,13,691,12,15,10,3,9,7
37,38,1,33,34,504,0,21,2,3,9,4
116,34,2,39,28,128,19,5,8,7,2,10
289,57,1,61,32,444,2,21,6,6,6,13
37,44,2,94,38,276,13,9,4,7,9,12
195,54,0,47,32,646,4,2,6,9,6,10
204,29,1,15,47,402,13,18,1,7,3,15
155,88,0,99,18,589,6,2,8,10,6,14
269,83,0,52,28,376,12,18,8,4,6,13
186,62,0,87,13,680,5,5,5,10,3,16
137,81,3,65,28,401,2,22,5,9,9,15
115,74,3,98,43,785,2,18,1,6,9,18
220,35,3,98,28,533,10,21,2,6,9,16
20,14,0,65,34,543,18,18,7,10,2,16
26,69,0,11,37,398,6,13,5,6,3,7
75,63,2,94,43,404,0,25,10,5,8,11
122,75,0,75,28,662,17,16,9,7,9,10
141,73,2,28,19,946,2,7,4,9,3,11
80,27,3,68,32,673,0,11,5,9,7,9
70,42,0,85,47,284,7,1,7,1,2,10
253,19,3,97,44,205,13,19,10,4,6,16
14,15,2,77,24,243,14,1,5,10,4,11
30,48,0,23,22,142,1,19,8,6,3,5
195,48,3,8,14,104,11,4,8,2,8,2
218,86,1,74,49,495,14,17,2,10,9,20
240,50,2,24,21,556,7,15,1,4,5,12
23,52,1,96,35,395,1,27,9,2,9,6
88,85,0,111,28,80,8,29,2,7,7,19
191,72,2,61,27,981,9,14,2,6,3,18
87,98,0,64,40,485,9,14,2,4,2,18
281,11,1,70,16,112,19,20,8,10,8,12
60,76,2,38,24,617,12,12,1,5,7,12
266,58,0,67,47,730,6,28,2,7,2,23
27,14,2,80,39,910,19,6,7,10,7,13
299,52,2,88,33,363,16,6,5,9,6,19
227,92,1,72,33,732,2,24,8,9,8,14
109,11,2,93,45,202,0,28,10,3,4,10
158,70,3,49,36,117,18,14,4,5,3,19
164,60,2,104,20,644,2,27,10,4,6,10
111,30,1,29,15,413,3,23,7,9,4,6
124,22,0,54,15,791,0,27,2,6,2,12
279,31,2,87,6,695,18,10,2,3,2,18
101,90,1,74,43,67,6,28,10,6,3,16
30,35,1,68,35,275,16,6,4,7,3,14
129,67,1,106,15,937,7,1,5,8,5,15
28,45,3,57,13,523,7,11,1,6,5,12
33,77,1,5,29,53,14,5,4,1,9,4
35,44,3,19,2,109,5,23,3,10,2,10
162,44,2,57,7,83,19,8,6,2,6,7
211,22,1,68,46,836,19,15,6,7,3,17
148,61,1,28,20,713,5,12,7,1,6,5
289,97,3,25,24,467,6,20,9,9,9,11
33,90,0,16,10,131,18,9,1,6,9,7
21,22,2,67,47,779,19,15,4,4,9,11
144,76,1,72,48,631,11,9,4,6,5,16
90,46,2,92,38,901,19,9,5,4,8,13
79,85,1,103,22,547,11,25,6,7,8,15
213,26,1,93,30,601,18,22,6,1,6,14
88,90,3,67,24,720,13,23,5,8,3,18
288,17,3,52,5,647,16,1,5,6,7,9
208,87,0,30,10,800,7,15,2,2,9,7
294,50,2,63,34,151,17,19,9,7,7,14
165,66,2,35,11,412,15,25,2,6,8,13
85,72,0,90,25,782,12,29,3,1,9,13
228,23,2,74,5,851,13,3,5,4,6,10
286,27,1,22,37,573,4,18,4,5,4,10
274,95,1,66,12,330,11,3,1,2,8,14
58,88,2,62,1,351,12,7,10,1,4,8
107,25,1,23,5,656,12,23,4,10,7,6
30,38,2,11,34,314,13,14,6,5,5,6
32,12,0,96,32,112,5,14,6,5,2,12
147,55,2,14,16,701,6,22,9,6,7,5
239,61,1,14,6,907,6,0,5,8,3,9
38,29,3,111,38,612,13,22,5,3,4,16
30,47,0,57,40,126,8,20,3,7,8,12
108,21,0,30,39,118,11,9,5,4,2,10
72,44,0,55,35,565,4,5,10,5,8,2
142,27,1,44,32,71,8,15,6,4,2,10
24,29,1,73,23,599,3,8,9,2,3,5
114,15,2,118,17,379,3,24,6,5,4,14
120,62,0,76,25,931,13,1,8,5,5,11
120,56,3,11,25,168,12,7,6,5,5,8
13,96,1,18,30,800,11,14,10,6,4,7
161,80,0,68,34,690,6,28,3,8,6,15
51,13,1,106,25,206,11,19,10,7,7,9
35,92,2,73,17,52,6,29,7,2,3,12
203,37,3,104,33,537,17,19,2,8,4,25
17,73,1,31,39,539,10,18,2,1,7,10
82,32,3,105,46,231,12,13,4,6,8,16
87,96,2,19,28,867,8,28,3,9,2,18
157,77,2,11,17,414,8,7,5,4,4,6
77,41,2,35,13,57,18,3,10,1,9,0
192,58,0,84,47,754,16,1,2,5,8,17
94,19,1,50,30,473,4,16,4,10,6,10
88,48,0,73,49,715,19,9,6,2,5,14
48,42,3,58,20,767,15,12,2,4,8,9
29,81,3,8,17,354,4,15,2,5,4,9
79,26,3,82,20,968,13,26,2,8,5,16
165,31,3,105,49,739,17,22,4,4,9,15
126,44,2,57,14,58,12,8,10,5,3,8
37,53,1,107,1,495,4,29,2,8,2,18
107,67,1,90,46,668,17,15,8,10,3,21
160,27,1,8,14,450,10,20,6,10,3,10
31,97,1,9,13,63,5,5,2,7,2,12
270,58,0,40,8,612,16,4,8,2,4,8
69,95,1,119,8,484,7,11,4,7,5,15
172,53,2,20,0,381,8,29,10,2,4,4
123,66,1,14,35,318,7,0,7,7,5,7
205,46,0,22,47,106,6,3,6,8,5,9
54,77,3,31,12,178,5,12,7,1,8,2
122,18,1,34,6,78,15,17,2,7,2,12
188,10,0,73,0,900,15,14,9,9,4,10
279,21,0,25,27,401,11,24,8,3,5,7
65,13,2,16,23,848,8,14,1,6,9,5
276,77,0,114,38,885,19,29,3,7,2,28
124,82,3,73,2,849,1,3,6,6,2,13
176,91,1,38,49,484,0,18,6,2,8,9
124,23,3,84,36,212,17,28,10,5,5,13
89,83,2,21,20,274,7,14,5,3,6,9
295,67,1,24,15,65,5,7,10,10,9,6
38,27,2,103,36,867,13,24,1,4,7,16
51,67,3,119,33,391,18,11,10,5,2,19
128,35,2,62,19,81,7,8,2,5,8,9
71,28,3,104,46,655,19,24,4,3,5,18
164,32,3,31,47,607,2,24,2,10,8,13
294,65,1,17,39,603,14,5,5,5,5,13
198,87,1,44,8,253,17,15,3,7,2,16
294,71,3,11,31,616,2,6,5,7,8,9
113,80,0,35,35,435,17,9,2,4,8,12
66,74,3,48,15,793,18,9,3,7,7,14
181,93,1,93,2,486,10,17,6,10,3,19
165,52,1,25,4,694,11,20,3,2,3,8
174,96,1,88,31,464,5,20,4,4,9,14
78,50,2,44,16,447,4,5,1,2,8,3
67,40,1,98,36,429,15,8,2,10,6,18
216,99,2,38,47,221,10,22,2,9,4,22
94,13,0,104,23,908,13,5,1,10,4,19
110,39,0,74,40,761,5,1,5,7,5,10
260,92,3,15,40,759,2,7,4,2,4,11
229,87,2,25,35,792,13,28,2,2,5,16
169,48,1,102,28,405,17,26,4,1,2,19
196,55,3,61,41,556,6,0,4,1,2,14
96,57,2,47,43,551,3,12,10,4,2,10
164,44,1,58,21,77,10,23,4,5,4,15
289,70,0,106,47,181,10,4,5,8,5,21
173,91,3,44,46,65,17,20,5,6,2,21
77,14,3,105,29,761,6,27,4,4,5,15
297,27,0,83,46,708,0,3,5,5,5,14
221,95,1,36,6,958,17,6,5,3,4,10
129,44,3,16,0,80,19,23,9,3,3,8
194,89,2,93,41,536,0,29,7,10,7,20
225,61,2,90,36,385,17,24,5,6,3,22
139,56,1,78,3,246,8,6,3,5,4,12
87,22,1,86,34,659,7,20,3,4,8,12
179,30,1,15,15,904,3,1,3,2,4,4
47,42,1,90,24,917,4,0,3,7,3,13
64,91,3,118,45,939,19,7,8,3,2,19
299,38,1,34,0,710,11,22,6,5,8,6
55,96,0,93,12,703,1,17,2,10,8,14
180,64,0,94,32,575,6,23,5,2,4,16
139,65,1,62,44,672,2,20,1,9,3,19
173,48,0,64,29,373,18,28,7,8,9,13
79,47,3,12,0,692,12,17,3,1,8,2
78,59,3,31,45,213,9,20,1,9,3,17
114,47,0,78,30,472,17,12,10,6,5,12
63,62,0,97,45,969,14,3,4,6,4,16
257,93,0,57,20,632,16,27,10,5,6,14
115,80,3,28,22,904,12,11,6,7,5,12
106,43,1,107,5,779,19,4,5,1,6,11
36,54,1,43,23,788,3,0,5,10,7,6
81,59,0,117,5,72,14,0,1,8,4,18
194,60,2,87,13,687,17,17,5,6,3,19
143,92,1,90,32,239,14,5,4,7,5,17
183,12,2,11,38,389,10,20,6,1,3,8
290,15,1,90,8,875,0,25,9,1,3,8
107,90,2,53,39,387,17,11,5,8,5,17
73,45,1,53,18,849,15,22,3,10,4,14
122,57,2,20,41,446,13,18,5,6,3,12
74,51,3,63,13,700,11,5,1,10,5,15
225,41,2,37,16,306,6,2,9,7,7,4
299,64,1,21,42,486,16,14,1,1,9,13
98,65,3,86,44,573,5,7,8,9,5,17
256,80,1,33,20,426,15,15,10,8,2,15
158,27,3,88,29,146,12,23,5,7,2,18
249,90,1,5,5,198,17,9,3,1,5,9
15,69,0,101,39,368,6,16,7,8,7,13
246,42,3,78,9,446,10,24,2,9,6,17
276,64,3,92,18,890,3,15,4,5,3,16
247,14,3,16,22,134,2,16,9,4,6,5
148,43,3,108,28,685,4,4,5,4,6,13
174,49,0,51,36,755,0,8,3,2,5,9
291,55,3,38,6,599,10,13,5,6,4,12
194,95,2,69,10,268,0,14,10,4,7,5
163,84,3,33,45,900,1,6,10,2,3,8
115,90,2,66,4,702,1,4,4,10,3,16
158,32,2,22,33,216,15,9,5,6,2,12
194,11,1,103,46,605,4,26,10,6,8,12
280,41,2,94,43,531,14,27,3,6,9,20
200,64,1,37,15,214,2,13,2,2,3,10
172,80,0,13,22,935,11,11,9,8,8,6
210,24,0,29,21,768,8,22,10,6,6,5
115,89,3,46,4,288,9,17,9,7,2,12
224,23,1,72,47,942,10,9,2,9,7,17
229,57,2,72,28,987,17,9,6,9,3,19
226,31,0,15,42,185,12,26,10,9,4,11
38,32,1,16,17,698,8,21,1,6,2,10
247,31,2,13,29,833,11,27,7,7,3,11
73,28,0,106,5,716,10,8,6,10,9,9
105,74,3,27,0,164,3,6,9,9,2,8
163,44,3,104,31,263,13,18,8,3,7,15
37,54,1,103,48,459,17,13,6,9,3,21
185,95,1,73,23,228,14,6,6,9,2,19
260,91,2,36,42,685,0,21,4,4,7,13
203,44,2,29,1,833,18,13,9,8,5,7
288,88,2,18,34,869,0,29,3,2,5,13
48,48,1,55,22,127,14,20,7,10,3,15
78,64,1,83,5,817,9,3,10,6,6,6
286,42,0,55,45,534,19,17,4,10,9,18
129,36,0,49,49,489,4,21,2,8,6,14
95,78,3,75,43,138,13,0,5,6,3,17
186,79,1,54,25,575,2,0,8,4,5,6
103,81,2,88,1,910,3,13,7,9,3,13
101,36,1,105,19,876,19,7,9,10,5,13
90,47,0,96,15,52,0,24,8,3,8,6
237,81,2,32,18,56,8,3,2,7,2,15
97,90,0,80,47,124,14,23,8,3,2,16
137,63,2,64,41,263,12,6,1,5,2,19
199,31,1,105,11,501,7,20,7,4,3,13
143,49,2,73,11,884,0,12,3,7,4,13
145,30,0,22,35,492,18,19,10,5,9,3
49,99,0,106,14,216,5,26,8,8,6,14
147,94,1,54,45,157,6,29,3,2,8,13
296,27,3,107,26,190,6,16,9,5,8,12
265,23,2,12,19,229,9,4,9,3,3,3
295,51,0,28,0,569,18,25,8,10,8,7
94,63,3,85,37,932,16,29,10,4,4,16
36,24,0,19,11,676,2,14,6,8,7,0
239,12,1,21,22,677,5,21,5,4,8,5
297,15,1,33,39,384,12,16,6,10,7,12
141,90,1,114,18,462,7,23,8,2,7,14
100,11,0,77,0,378,10,7,8,6,2,8
238,14,0,21,35,821,10,3,10,8,4,7
36,97,2,119,14,682,12,28,6,3,6,16
291,39,2,79,34,436,17,6,8,6,9,11
289,49,2,57,23,733,17,17,5,6,6,15
208,56,0,97,9,170,7,22,7,8,4,14
163,24,2,42,42,303,13,15,4,4,7,11
52,43,1,93,29,871,0,16,6,1,6,6
119,28,3,38,47,554,3,13,3,8,6,12
120,58,2,87,48,531,9,28,2,5,5,20
10,17,3,29,14,809,12,24,3,1,4,8
149,23,0,58,29,189,0,0,1,3,8,7
187,58,2,42,39,760,10,28,3,4,3,16
69,21,1,116,24,620,1,27,3,5,2,16
192,42,1,78,14,179,13,12,4,4,8,10
291,42,3,111,3,675,10,11,4,2,6,14
230,92,2,98,7,106,9,2,8,5,8,13
236,94,0,12,28,610,19,9,2,10,5,17
153,59,0,12,8,891,4,6,6,10,8,5
233,64,0,64,41,443,19,7,3,2,6,15
61,24,3,111,25,984,7,16,7,5,2,13
90,65,0,109,27,977,7,28,8,8,5,15
158,92,1,40,17,658,9,8,10,5,7,6
36,41,3,105,21,809,4,24,4,3,5,14
241,23,3,30,21,572,6,24,2,9,6,14
120,29,2,49,35,635,10,11,6,5,6,7
88,93,1,78,24,440,16,5,6,6,9,12
288,19,0,64,36,418,1,1,1,2,5,11
136,80,2,40,27,260,6,8,9,4,9,5
290,76,3,46,28,385,8,26,5,1,4,13
191,32,3,35,4,566,17,27,6,2,9,6
128,19,0,12,19,326,4,4,10,2,9,0
275,90,3,64,37,661,3,24,1,7,3,22
187,94,0,29,43,78,12,24,5,7,8,13
210,65,3,55,26,342,18,28,1,8,7,19
79,39,3,108,30,575,15,11,10,4,5,13
167,12,2,42,28,348,4,4,3,3,9,4
107,11,2,8,7,395,4,0,7,10,5,1
214,34,0,47,45,770,11,26,4,1,7,10
95,78,0,48,25,353,9,18,7,1,9,5
289,16,3,70,42,868,1,25,6,7,6,14
94,10,1,21,37,632,18,25,2,3,5,11
224,41,1,92,2,628,0,8,3,5,7,11
142,46,0,76,8,567,6,17,5,4,3,10
256,85,3,27,31,783,7,5,3,4,7,10
150,76,2,7,8,542,19,11,10,1,4,6
85,28,3,61,44,857,2,14,10,9,4,11
107,71,3,15,35,606,18,11,5,2,4,13
64,33,3,76,11,582,11,8,7,4,3,12
268,32,0,64,14,234,1,14,7,1,8,5
31,73,3,95,30,856,16,2,5,3,3,16
44,96,0,74,6,125,8,27,4,7,7,10
37,81,0,40,11,997,19,9,7,7,8,7
179,97,2,24,14,836,19,21,3,3,2,15
149,83,2,25,26,500,19,0,3,3,5,11
138,53,0,87,43,162,12,22,9,2,5,13
109,13,2,74,44,227,18,23,2,4,7,14
256,86,0,92,16,535,10,25,5,1,6,13
32,37,3,75,1,412,2,3,8,7,5,5
293,33,0,25,2,486,11,8,9,9,7,5
122,73,0,61,47,516,10,12,2,5,9,15
206,41,2,116,18,893,1,22,2,2,2,18
173,51,2,34,31,339,17,21,1,4,4,16
65,27,1,20,28,578,3,28,5,9,3,10
19,15,2,105,22,290,1,14,9,4,2,8
142,36,2,94,29,462,10,1,9,8,6,11
161,52,1,9,13,309,7,28,9,3,5,4
200,44,0,15,21,519,13,14,10,5,7,5
293,50,2,111,21,765,18,19,10,3,5,14
286,10,1,8,35,52,10,3,4,8,8,7
252,77,3,66,24,132,19,27,6,6,4,19
285,14,3,13,24,117,16,4,1,5,5,12
199,58,1,86,31,302,11,19,8,5,9,12
124,51,3,24,2,730,16,17,5,1,7,5
243,76,3,113,37,256,4,29,10,10,8,18
90,22,0,29,23,904,9,23,3,3,4,8
202,59,2,81,15,371,7,25,9,2,6,10
